title,content
我校举办脱贫评估培训暨评估动员会,12月22日下午，我校在2号教学楼110教室举办了河北省脱贫评估培训会暨评估动员会，副校长毛磊、经贸学院院长刘德智、科技处处长刘云、经贸学院党总支书记牛建高、副院长李国柱、科技处刘义臣、经贸学院教师韩劲、李军峰、王必锋、连季婷、冯晓宁、贾娟、刘立军、张国丰、赵明、社科部教师孙万国、商学院教师张启、杨建朝、李秀明等以及评估组学生们参加了会议，会议由经贸学院院长刘德智主持。会上，毛磊高度评价了本次评估活动的重要意义，他说贫困退出验收第三方评估是中央和省委、省政府的决策部署，是政府购买服务的有益探索；是一项既有专业性、区域性特色，同时又具有更多综合性、系统性特点的工作；开展贫困退出验收评估，是深入分析问题，不断总结经验，指导管理工作，提高扶贫开发质量的有效手段和保障措施；是对贫困退出进行科学有效管理和全面客观评价的内在、客观要求；也充分体现了学校积极服务地方发展、为政府决策提供智力支持的办学方向，有助于提高学校的知名度、美誉度和影响力；是广大师生在实践中学习、成长的良好机会。通过本次评估实践，师生们能够深刻理解扶贫工作的实际和扶贫政策的效果，实现开拓视野、凝练科研选题、锤炼科研团队的目的。号召老师和同学们以积极的态度、高度的责任感、饱满的热情、认真的作风、过硬的业务素质圆满地完成本次脱贫评估工作。随后，六位老师分别从“河北省贫困退出评估政策解读及调查要求”（李军峰博士）、“河北省贫困退出验收评估调查问卷指标解释和问卷技巧”（冯晓宁老师）、“贫困县现状与评估注意事项”（刘立军博士）、“精准评估APP使用说明及演示”（王必锋博士）、“学生出行安全问题”（赵明老师）、“教师分组和出行准备”（刘义臣老师）六个方面作了详细讲解。最后刘德智作总结讲话。他指出，社会服务是高校的职能之一，我校广大师生有服务社会的优良传统。本次脱贫评估工作，学校非常重视，专门成立了协调机构。由于评估工作时间紧、任务重、政策性强、工作难度大、技术要求高、条件艰苦，希望老师和同学们团结一致，确保安全，克服困难，坚持原则，严格按标准和要求做，保质保量地完成评估任务，为学校争光。此前，12月18日至20日，韩劲、刘义臣、李军峰、孙万国、王必锋、冯小宁、刘立军、李秀明老师曾前往国家级贫困县海兴，观摩国家脱贫评估小组的工作，并学习了宝贵的评估经验。
校领导慰问我校外籍教师和留学生,12月20日，圣诞节前夕，校党委书记李军，副校长张小平代表学校慰问我校外籍教师和留学生并设宴招待，和他们一起欢庆即将到来的圣诞节和新年。校领导与外教和留学生进行了亲切友好的交流，对外教本年度的教学工作表示了充分的肯定和感谢；对留学生的学习、生活给予了鼓励和关怀，并向他们赠送了圣诞贺卡和富有中国特色的礼物。外籍教师和留学生感谢校领导的关心和慰问，他们分别用汉语作了自我介绍，表达了对中国文化的热爱，并表示将继续努力工作和学习，不辜负学校对他们的期望，做中外友好交流的使者。
校党委书记李军对新任副处级干部进行任前集体谈话,按照干部工作程序和从严管理干部要求，3月6日下午，校党委书记李军代表党委对新任副处级干部进行任前集体谈话。组织部副部长赵强、吴聪聪及新任副处级干部参会。李军代表学校党委对新任干部提出了六点希望和要求：一要讲政治。要牢固树立“四个意识”，坚定理想信念，坚持正确的政治方向。在日常工作中要注重组织师生经常开展支部活动，抓实“三会一课”，推动党员学习教育经常化、见实效；要在发展教师、学生党员的程序及标准上讲政治，要在对教师、学生的管理监督上讲政治。二要讲团结。李军强调，团结对党的事业、本职工作、个人成长都非常重要。要站准位、有胸怀，站在工作、事业的角度处理问题，用包容的胸怀、耐心和温暖的话语沟通师生。三要讲奉献。年轻干部不要被名利所惑，要用奉献的精神感动师生、影响师生。四要讲规矩和纪律。要认真学习《关于新形势下党内政治生活的若干准则》和《中国共产党党内监督条例》，认真进行讨论，写好心得体会，做到入脑入心。五要讲形象。在师生面前要特别注意自己的言行举止，要一身正气、和蔼可亲、坚持原则、灵活大度。六要忠诚老实。对组织、对朋友都要做到把握尺度，忠诚老实。会议最后，李军叮嘱新任职干部要迅速适应角色，踏实工作，与班子搞好团结，为师生多办实事，继续为学校发展贡献力量。
我有问题问校长——我校举办校领导与师生面对面座谈会,3月6日下午，我校在主楼四楼会议室召开了“我有问题问校长”师生座谈会。来自全校14个学院不同专业的学生代表和校记者团的同学们参加了座谈会。校长王凤鸣，党委副书记刘耀辉，副校长南振兴、张小平及部分单位主要负责人出席座谈会并与学生现场交流。宣传统战部部长焦董瑞主持座谈会。座谈会上，与会同学积极发言、气氛热烈和谐，畅所欲言地反映情况，围绕“学校更名后的发展前景”、“新校区规划建设”、“学校教学改革、学分制改革”、“就业政策解读及措施”、“后勤设施建设”、“校园安全”等热点话题以及同学们普遍关注的问题，提出了许多意见和建议，校领导及分管职能部门负责人仔细倾听，详细记录，并针对同学们提出的问题进行了耐心细致的解答。王凤鸣肯定了召开此次座谈会的积极意义。他指出，本次学生座谈会是学校获取意见和建议的一个重要环节，广泛听取学生对教学、管理、服务等各方面的信息反馈，为进一步改善学习环境和提高管理水平奠定了良好的基础。他还鼓励同学们持续更多地开展“阳光交流”活动，搭建多渠道平台，充分听取各界心声，将有利于学校健康快速发展。刘耀辉也表示，对学生们提出的意见和建议，学校将进行梳理、研究，尽快解决，建议此类师生座谈会形成常态，采取多途径多渠道，如官微、官博、校长信箱等，广泛听取同学心声，为学生创造更好的学习生活环境。在平等、轻松、开放的氛围中，此次座谈会结束了。“我有问题问校长”活动为学校和学生构建了和谐的交流平台，为学校赢得了收获建议的机会，校领导与学生面对面座谈，促进了沟通，增强了了解，加深了感情，对我校工作优化提升有着积极的推动作用。摄影：张欣 
我校开展“让青春在志愿中闪光”系列志愿服务活动,"今年3月5日是第54个雷锋纪念日，也是第18个中国青年志愿者服务日。值此之际,为践行雷锋精神，推动学雷锋志愿服务活动常态化，在全校形成“我为人人，人人为我”的道德风尚，校团委、青年志愿者协会面向全校学生发起倡议，并在全校范围内开展“让青春在志愿中闪光——践行雷锋精神•争做新时代大学生”系列志愿服务活动。2月27日至3月1日，青年志愿者开展了“清洁课桌文化——美丽校园行”活动。志愿者们对校园内的孔子雕像等学校标志性建筑进行了清洗；对校园小广告进行了清除；同时还对“课桌文化”进行清理，着重清理了课桌上的乱涂乱画。此次活动为全校师生提供了一个干净舒适的校园环境，营造了一个理想的学习氛围，展现了志愿者们无私奉献、积极参与劳动的精神风貌。应广大学生的意愿，3月1日，青年志愿者协会面向全校学生发起回收闲置书籍活动，在教二508室正式成立了“文韵图书角”。志愿者们将回收书籍分门别类的统一放置在读书角，为广大读书爱好者提供了“有书读、愿意读”的学习交流的环境，有助于学生养成热爱读书，勤于思考的好习惯，为建设书香校园营造良好氛围。为感谢老教授曾为学校做出过的贡献，传承雷锋志愿服务精神。给退休老教授提供更优质的生活环境，3月2日下午，青年志愿者们前往北苑居民楼打扫楼道、擦拭楼梯，将居民楼道打扫得焕然一新。疲惫之余，志愿者们内心更多的是喜悦，其中有一位志愿者这样说道：“以最恳切务实的态度，从小事做起，尊老敬贤，感谢师恩，这是我们大学生应该具备的素质。”为学习践行雷锋精神，弘扬中华民族的传统精神，传播志愿服务理念，茶道协会开展了“爱心奉茶，践行雷锋精神”系列活动。2月28日下午，茶道协会社成员来到老师的办公室，现场为老师们进行了茶道表演，并奉上一杯甘甜的“感恩茶”，感谢老师们的殷勤教导和一直以来的辛勤付出。在品茶过程中，老师与同学们进行了愉快的交流，表达了对本次奉茶活动的肯定与支持。3月2日，青年志愿者协会在惠馨园楼下开展了“让青春在志愿中闪光——践行雷锋精，争做新时代文明大学生”签名活动，活动短短两个小时，就有数百名同学前来签名。此活动意在倡导大家践行雷锋精神，争做新时代文明大学生，让广大学生重新审视自己的行为，对新时代文明大学生有正确的认识，相信随着此次活动的开展，雷锋精神也能更加深入人心。此外，志愿者还走进尖岭小区开展“四点半课堂”活动，辅导学生作业、在槐安路和翟营大街交口协助交警开展“治安巡逻安全守望岗”志愿服务活动，为问路者和需要帮助的人提供志愿服务，得到了社区民众和社会人士的高度评价，彰显了志愿者服务社会、奉献爱心的精神。同时，青年志愿者协会还在线上开展了“留住时光记忆”征文征集活动，征集同学们与老人们之间的小故事。本次志愿服务形式多样，在接下来的活动中，我校青年志愿者学习雷锋精神活动将会继续深入推进，让学习雷锋精神成为校园的一种精神时尚，让积极参加志愿服务成为青年学生的生活方式，促进雷锋精神在全社会的传播。"
我校召开河北地质大学一届二次教代会筹备会二次会议,2017年2月28日，学校在主楼三楼会议室召开了学校一届二次教代会筹备会二次会议。会议由副校长侯书文主持，两办、组织部、宣传统战部、校工会、财务设备处负责人参加了会议。会议首先回顾了1月9日召开的一届二次教代会筹备会一次会议的相关情况。一次筹备会议主要完成了组织机构建立、受领任务的环节。学校成立以校党委书记李军为组长，副校长侯书文为副组长的教代会筹备小组，筹备组下设组织组、秘书组、宣传组及会务组四个工作小组，各组由各相关职能部门牵头组成。组织组由组织部牵头，人事处、校工会、监察审计处等部门组成，负责审查、确定代表资格（包含列席代表与特邀代表成员组成与分组）；秘书组由工会牵头，两办、财务设备处和提案委员会等部门组成，负责校长工作报告、学校财务工作报告、提案工作报告等文字材料起草、校对和印刷；宣传组由宣传统战部牵头，现代教育中心配合，负责氛围营造，会议信息采集与宣传报道工作；会务组由两办牵头，工会、安全工作处等部门组成，负责会议通知，代表报到，材料分发、会场布置等工作。随后，侯书文听取了各工作小组负责人的工作汇报，对各组前期工作开展进行了分析指导，进一步明确了会议所需文件材料、会议日程、议程等工作完成的时间节点。会议定于3月23日召开第三次筹备会议，初步决定4月上旬召开我校教代会。侯书文指出，教代会是学校教职工行使民主权利，参与学校民主管理、民主监督的基本形式，要以认真、负责的态度，积极履职尽责，深入开展调查研究，广泛听取教职工意见，撰写提案要真实反映师生最关心、最直接、最现实的意见诉求，保证提案的科学性、可行性、针对性，促进学校决策更加民主化、科学化。去年学校跨入了新的发展阶段，产生了一些新成绩、新变化，相应地我们在工作上要有新思路、新发展，学校“双一流”建设战略布局、本科评估前期筹备等一系列重点工作需要在本次教代会上有所筹划。他要求参会人员精心组织、密切沟通、强化协同、排除干扰、注重实效，切实保障教代会成功召开。
我校招生工作领导小组召开2017年第一次会议,"2017年2月28日，我校在主楼三楼会议室召开招生工作领导小组2017年第一次会议。会议研究了我校2017年普通高考招生计划申报事宜、2017年高水平运动队测试相关工作，会议还初步谋划了2017级新生入学的校区安排。校长王凤鸣、党委副书记刘耀辉、副校长张小平、纪委书记蔡建章出席并讲话，学生工作处处长郑炳章主持会议。会议首先就我校2017年普通高考招生计划申报事宜进行了研究讨论。郑炳章介绍了我校2016年招生情况,并提出拟在统筹考虑学校办学性质、资源条件以及未来学科专业发展的基础上制定2017年招生计划。学生工作处副处长常连玺就我校2017年招生工作需要研究协调的几个问题向招生工作领导小组进行了汇报。领导小组成员经协商沟通后，确定了我校2017年的拟申报招生计划。同时，领导小组还针对2017年我校高水平运动队测试工作的相关事宜进行了研究。相比往年，今年的高水平运动队测试有几点特殊变化。按照《教育部办公厅关于做好2017年普通高等学校部分特殊类型招生工作的通知》要求，所有考务人员须逐一签订考试安全责任书，确保责任落实到岗到人。另外，为保证测试结果的公正公平，全部聘请校外专家担任评委，对评委名单严格保密，招生办公室将尽快落实教育考试安全保密工作方案。王凤鸣指出，2017年招生工作已拉开序幕，各单位要积极协作配合，力争我校2017年招生工作再上一个新的台阶，学校相关职能部门要提前谋划2017级新生入学的校区安排工作。高水平运动队测试工作属于普通高等教育考试的重要组成部分，负责测试工作的各相关部门要高度重视，合理安排，严格把握政策、考试程序及工作纪律，确保测试工作公平公正。"
我校成功举办“华韵致远-春回地大”游园会,春回大地，万物复苏。2月27日，开学伊始，我们便迎来了中国的传统节日“二月二”，为了继承和弘扬中华民族传统文化，我校圆满举办了一年一度“华韵致远-春回地大”游园会活动。农历二月初二（又被称为“春耕节”、“农事节”、“春龙节”）是中国民间传统节日，传说中“龙抬头”的日子，喻示着春回大地，春耕将始。惠馨园甬道和北校区篮球场上，和风温拂，彩带漫舞，一条条红色丝线、一顶顶红灯笼编织成欢乐的海洋，活动以师生喜闻乐见的形式，将传统文化元素融入游园会，听民乐、品香茗、猜灯谜、赏书画、送祝福等丰富多彩的游园活动，获得了师生的热烈响应和热情参与。活动现场，红灯笼上悬挂的中华好谜语让师生驻足思考，争相竞猜；在印有学校标志的精美明信片上，在一条条红丝带上，广大师生纷纷写下寄语，送上祝福。校党委书记李军、校长王凤鸣、副校长侯书文、张小平等校领导也走到同学们当中参与活动，并写下寄语为我校送上美好祝福。此外，我校长城研究院董耀会院长也参与其中，现场书写精美的书法作品。大学生艺术团天籁器乐团、茶道协会、晨曦书画社为同学们奉上了精彩的民乐、茶艺、书画表演，让活动现场散发着浓郁的节日气息，一条条红线，一份份祝福，一个个场景绘制了一幅春融大地，百花齐放的校园美景。本次游园会活动，为我校师生奉上一场别出心裁的校园民俗盛宴。在弘扬与传承中华传统文化教育，培育我校青年中华民族的核心价值观，培养有文化、有能力实现民族复兴的一代新青年，起到“润物细无声”的作用，营造了喜庆祥和的节日气氛。
新学期伊始，张小平副校长带队开展实验室安全检查,根据教育部办公厅《关于加强高校教学实验室安全工作的通知》（教高厅{2017}2号）文件精神，2月27日下午，由副校长张小平带队，实验实践教学中心主任王生力、副主任杨武岐、焦彦臣等陪同，对全校教学实验室进行了安全检查，研究部署新学期教学实验室安全管理工作。张小平先后到地质测试中心、水资源与环境实验中心、基础地学实验中心、化学实验室、珠宝首饰与矿物加工实验中心等教学实验室（中心）进行了安全检查，实验室工作人员向张校长介绍了实验室目前的基本情况和存在的问题。张小平仔细查看了存有易燃易爆材料、有毒有害物品的实验室，认真聆听了解了各实验室的工作现状和实际困难，对各实验室的工作人员能够克服眼前困难，保障正常的教育教学秩序表示了肯定，并针对实验室化学药品的购买、存放和使用等问题提出了意见。张小平强调，安全工作无小事，要强化安全意识，从严、从实做好实验室安全工作的常规检查，要有明确的操作规范提示，建立实验室安全责任制，确保安全责任到人。教学实验室安全工作是实验室工作的重中之重，实行每月巡查制度，实验实践教学中心将每次实验室安全检查情况进行汇总，及时发现问题，督促整改，确保教学实验室的安全稳定。
校纪委开展2017年新任职处级干部任前廉政谈话,2017年2月26日上午，校纪委在三楼会议室召开专题会议，对2017年新任职副处级干部开展任前廉政谈话。纪委书记蔡建章、纪委副书记冯朝军、组织部部长郭殿明、组织部副部长吴聪聪、赵强以及2017年新任职副处级干部参会。郭殿明主持会议。会上，蔡建章首先对即将走上领导岗位的同志表示祝贺，并传达了近期召开的省纪委九届二次全会的主要精神。在与新任职干部谈话中，他还指出，对新任职干部进行任前廉政谈话是党风廉政建设的必要程序和重要内容，当前正值开学之际，从事党务工作首先要增强党风廉政建设“两个责任”意识，自觉履行“一岗双责”责任，提高思想境界、勇于开拓创新，在新的岗位工作中努力开创新局面。随后，蔡建章对新任职的干部还提出了几点要求：一要加强学习，补齐短板，特别是要深刻学习领会习近平总书记系列重要讲话精神、认真学习中纪委近期颁布的《中国共产党廉洁自律准则》、《中国共产党纪律处分条例》、《关于新形势下党内政治生活的若干准则》等党内法规和持续关注关于全面从严治党、加强党风廉政建设的新观点、新论述，以此来武装头脑，带头做好廉洁自律的表率和模范。二要加强制度建设。制度建设是党建工作的重要切入点，是惩治和预防腐败体系建设的重要组成部分，也是学校当前迫切需要加强和完善的工作。各位干部要正确认识学校当前发展形势和主要任务，继续保持敢于担当、埋头苦干的精神斗志，保持昂扬向上、奋发有为的精神状态，增强忧患意识和担当精神，健全完善所在单位制度建设并切实做好制度落实工作。三要严明党的纪律，把纪律和规矩挺在前面。作为新任职的党员领导干部，要不断提高政治敏感性和政治鉴别力，要从自己做起，从现在做起，从小事做起，认真履职尽责，以上率下，以身作则，全面做好全面从严治党、加强基层党风廉政建设的各项工作。蔡建章希望大家尽快适应新的工作岗位，努力加强政治理论学习，以更加饱满的工作热情投入到新学期的工作中去，为学校各项事业的改革发展做出新的贡献！
我校举行第二批选派赴海外攻读博士学位教师临行送行仪式,2017年2月26日，我校在主楼四楼会议室举行第二批选派赴海外攻读博士学位教师临行送行仪式，校领导王凤鸣、毛磊、张小平出席，人事处、外事办、教务处相关负责同志参加。自2016年6月始，经个人报名、二级单位推荐排名、语言培训、考核选拔，学校从37名申报教师中，确定了17名教师作为我校第二批赴韩国全北大学、群山大学、圆光大学攻读博士学位教师，并将于近日开启学习之旅。送行仪式上，王凤鸣校长指出，自学校实施选派优秀教师赴海外进修学习重大举措以来，截至目前，已启动两个批次的优秀教师赴海外攻读博士项目，选送教师赴英国、捷克、韩国攻读博士学位，学校也在积极拓展外方合作院校和交流渠道，今后将会加大力度，选派更多的优秀教师赴海外学习、培训、交流。王凤鸣说，教师赴海外学习，不论对个人的发展，还是对本专业学术领域的发展，影响都会是长期而深远的；对于学校发展多元化办学，全面改善学缘结构会有很大的帮助。选派的教师，即是学者，同时也是友好的使者，各位教师应该促进河北地质大学和国外友好院校建立长期友好的关系，加强学校的影响力和学术实力。我校第一批选派教师代表王立校分享了他在韩国学习期间的心得并与新派出教师深入交流，蒋北辰老师代表第二批选派教师作了表态发言。(摄影：张欣）
我校MBA学子参加首届亚太地区商学院热带雨林挑战赛并获殊荣,2月18日——19日，由西双版纳州人民政府、云南大学启迪商学院等单位共同主办的首届“云大启迪杯”亚太地区商学院热带雨林挑战赛（简称亚林赛）在云南省西双版纳成功举办。受活动组委会邀请，我校MBA教育中心派出了精英阵容，通过两天的激烈比赛，我校MBA代表队昂首进入最佳团队8强，取得了团队第5名，获得“团队马帮奖”！本次挑战赛为期两天，我校代表队是河北唯一的参赛队。参赛队员需要徒步穿越52公里热带雨林和茶山，重新体验古代马帮在茶马商道上克服艰难困苦、不断挑战的探索精神。路途遥远并无比艰苦，对每一位参赛队员都是一种考验。我校代表队领队由MBA中心邓思远老师担任，参赛队员由2014级MBA学生王倩倩、2015级白冰、2016级刘桂英、2016级张涛、2016级豆延坤、2016级赵松。队员半数以上都是首次参加户外徒步运动。赛事中，队员们虽然出现了发烧、感冒、伤病、体力透支等状况，但团结协作，以顽强拼搏的勇气和毅力，克服了艰难险阻，最终胜利到达终点。通过参加此次挑战赛，我校MBA学生与国内优秀商学院队员建立了良好的协作关系。大家相互扶持，共同克服困难，处处展现出河北地大人顽强拼搏、奋斗进取、友好协助的良好精神面貌。通过竞技比赛，队员们深刻体验了在艰苦环境下坚持和自我挑战的历程，实现了自我突破、自我提升、传递社会正能量、体验和践行环保、协作、坚持、责任。“亚林赛”是在亚太地区商学院群体中开展的一项竞技体验式文化赛事。本届大赛邀请了来自同济大学、重庆大学、河北地质大学、广西大学、内蒙古大学、华侨大学、西南大学、贵州大学、浙江工商大学、海南大学等20余所国内知名院校的商学院的师生代表以及来自商界精英的代表等共计500余名选手参赛。
石家庄铁道大学教务处处长到我校作审核评估辅导报告,2017年1月12日上午，学校在主楼四楼会议室召开本科教学工作审核评估任务初步分解暨评估经验学习会议。会议邀请了石家庄铁道大学教务处王克丽处长作本科教学工作审核评估经验介绍。张小平副校长出席会议，学校相关职能部门负责人、各学院主管教学副院长、教务处工作人员参加了会议。王克丽处长的讲解深入浅出，紧密联系实际，富有感染力，赢得了与会人员的高度赞赏。她结合石家庄铁道大学审核评估的工作经历，从学校领导高度重视评建工作是审核评估取得有效结果最重要的因素；审核评估需要构建组织、分解任务、明确责任，各部门要当成事业去做；充分理解审核评估的意义和内涵，做好基本状态数据库的填报工作；各单位对照审核评估范围要求，认真梳理“办学定位、人才培养总目标”等顶层设计工作，做好人才培养各项工作，借评估之力促进内部质量保证体系建设；做好基础和准备工作，写好自评报告，提供支撑材料，通过明确的任务分解充分调动全体教师积极性五个方面分享了其参与组织审核评估的体会。张小平强调了审核评估对我校未来发展的重要意义，明确了工作目标和方向。她指出，审核评估是全校性系统性工程，需要加强院系、部门之间协作，互相支持，密切配合，确保各项评建工作顺利进行。教务处副处长刘翠娥对审核评估任务进行了初步分解和说明，提出了具体要求。根据教育部《关于开展普通高等学校本科教学工作审核评估的通知》（教高〔2013〕10号）文件精神和河北省教育厅安排部署，2018年我校将接受教育部组织的普通高等学校本科教学工作审核评估。普通高等学校本科教学工作审核评估以党的十八大精神和教育规划纲要为指导，坚持“以评促建、以评促改、以评促管、评建结合、重在建设”的20字方针。审核评估范围主要包括学校的定位与目标、师资队伍、教学资源、培养过程、学生发展、质量保障以及学校自选特色等方面，涵盖学校的办学定位及人才培养目标，教师及教学水平和教学投入，教学经费、教学设施及专业和课程资源建设情况，教学改革及各教学环节的落实情况，招生就业情况、学生学习效果及学风建设情况，质量保障体系的建设及运行情况等。
河北地质大学举行2016届留学生汉语班结业仪式,2016年，我校首次招收了来自韩国、美国、德国、吉布提四国的留学生，共计六人。经过三个多月的汉语学习，留学生们圆满完成学业，1月13日，国际教育交流中心在主楼四楼会议室为他们举行了结业仪式。结业仪式由国际教育交流中心副主任王建涛主持。主任廖亦斌，书记孙广丽分别讲话致辞，祝贺留学生顺利完成学业，对他们的努力学习和取得的优良成绩以及对各自国家文化的交流展示给予了肯定和赞扬，希望他们回国后能够成为中外文化传播交流的使者，希望他们能再次回到河北地质大学学习和访问。留学生们纷纷表达了自己对中国语言文化的热爱和一个学期以来学习生活的感悟。德国留学生卡斯特（Carsten）说，他很喜欢在河北地质大学学习，感觉这里有家的温暖，并表示今年下半年一定会回来学习。吉布提留学生萨比瑞（Sabira）对交流中心给予他们无微不至的关心和照顾表示感谢。留学生还集体起立鞠躬，向任课老师表达了深深的敬意和感激之情。最后，廖亦斌代表学校为留学生颁发了结业证书并与大家合影留念。国际教育交流中心全体人员及两名中文任课教师参加了结业仪式。（摄影：张欣）
我校武术队在第八届河北省大中学生武术比赛中取得优异成绩,2017年1月8日-12日，由河北省教育厅主办，河北省大学生体育协会承办的河北省第八届大中学生武术比赛在河北农业大学举行，来自华北电力大学、河北大学、河北师范大学、河北经贸大学、燕山大学、华北理工大学等43所学校，528名运动员参赛，我校武术队男、女12名运动员在陈伟英、赵海军、吴振超老师的带领下参加了本次比赛。比赛中，全队顽强拼搏，团结协作，最终取得4个第一名，3个第三名，女子团体第五名的好成绩；其中，商学院张俊豹获得男子乙组八极拳第一名、水环学院宁静获得女子乙组八极拳第一名、宝石学院朱金明获得女子乙组初级刀术第一名、外国语学院王鹤霏获得女子乙组自选长拳第一名，同时，我校武术队优异表现被大会表彰并授予体育道德风尚奖。
新年消防安全第一训,按照学校安全工作部署，落实校党委、行政对校园安全工作的指示精神，2017年1月12日上午，安全工作处、图书馆安保人员在图书馆消防控制室举办培训班。本次培训班聘请“河北巨舟消防工程有限公司”消防技术人员现场讲解消防烟杆自动探测报警系统的使用、管理和情况处置的基本知识，讲解后，对设备操作人员提出的问题一一解答，确保操作人员对消防报警系统达到“三会”。安全工作处领导对这次培训做了概括总结，强调了消防安保人员的责任意识、职责意识、技能意识、部门联动机制建设的重要性。培训结束后，进行了实际操作演练，加深了人员对设备使用的熟练程度。消防隐患猛于虎，消防责任重于泰山，在学期结束，新年开始之际，学校消防安全人员牢记使命意识，为创建平安校园尽到自己的一份力。
我校召开2017年度高级别科研项目申报动员会,1月6日下午，副校长毛磊、科技处处长刘云在科技报告厅，主持召开了我校2017年度高级别科研项目申报动员会，各学院院长、研究所所长、科技管理员以及部分教师代表参加了本次会议。会上，刘云处长首先就2017年度四类高级别项目的申报工作做了简要讲解，总结了过去五年里我校省部级以上科研项目申报、立项情况以及存在的主要问题。为有效推动我校2017年高级别项目申报，激发教学科研人员申报的积极性，科技处从申报意向调研、召开社科类和自然类项目申报辅导、动员等方面着手做了大量扎实而细致的工作，同时还将外请专家对申报书进行评审，把好申报项目的质量关，切实提高高级别项目的立项率。随后具体分析了2017年我校申报高级别项目的有利条件和机遇，为有意向申报高级别项目的教师鼓劲打气。毛磊在会上做重要指示，他表示目前学校已成为博士学位授予单位立项建设院校，建设过程任重而道远，科研是其中一项重要的基础性工作，学科的发展也要有“国”字头科研项目作支撑。学校高度重视高级别科研项目的申报工作，学院、相关研究所要做好申报项目的激励动员工作，年轻教师通过申报高级别项目能够培养科研能力、同时也是再思考再学习的过程，通过完善科研管理制度，使教师每年申报高级别项目成为一种习惯。他要求，各学院、研究所要做好2017年度科研工作规划，尽快将高级别科研项目申报动员精神传达到每一位教师，每个学院要有申报数量任务，每个教研室、团队也要制定科研计划，要细化对新入职博士的科研工作要求，帮助其尽快成长，对于本次申报高级别项目的老师给予必要资助和鼓励，由科技处组织专家帮助修改申报书。他对各学院及老师们提出殷切期望，希望老师们积极申报高级别科研项目，多出高水平科研成果，共同努力，使我校的科研工作再上一个新台阶。
我校在河北省第四届高校辅导员职业技能大赛中取得优异成绩,日前，河北省委教育工委、河北省教育厅主办的第四届河北省高校辅导员职业技能大赛在河北师范大学落下帷幕。本次技能大赛共有全省57所本科高校的171名辅导员参加，设置基础知识、班情熟知、主题班会、案例分析和主题演讲五个比赛项目，内容涵盖辅导员工作理论与实践各个方面。我校外国语学院辅导员杨旭辉、法政学院辅导员程玥溪和杨柳组成的参赛队在本次比赛中荣获团体二等奖，杨旭辉和程玥溪分别获得案例分析和班情熟知单项奖。河北省高校辅导员职业技能大赛每两年举办一次，是河北省高校辅导员系统的最高级别赛事。近年来，学校始终坚持把辅导员队伍建设作为做好大学生思想政治教育工作的重点，始终关注辅导员的成长和发展。专业培训、技能竞赛、素质拓展、外出学习、授课科研、在职深造等多措并举，有目的、有计划地对辅导员进行培养和锻炼。自本届辅导员职业技能大赛筹备工作启动以来，学校领导高度重视、基层院系积极配合、参赛选手刻苦训练。学生工作处认真组织、精心谋划，充分利用假期、业余时间开展集训、辅导和交流，为参赛辅导员提供了多方位支持与服务。我校辅导员要以他们为榜样，积极探索思想政治工作的新思路、新途径，树立学习、创新、竞争理念，形成学先进、争优秀、做表率的良好氛围。学校将以职业技能大赛为契机，以赛促学、以赛促建，掀起抓业务、赛能力、比学习、促交流、提水平的热潮，引导辅导员持续提升自己的素质和能力，为学校的和谐发展，为学生的健康成长多做贡献。
我校召开2016-2017学年省级三好学生、优秀学生干部和先进班集体评选工作会议,"3月22日上午，我校2016-2017学年省级三好学生、优秀学生干部和先进班集体评选工作会议在惠馨园418室召开。校党委副书记刘耀辉出席会议，各学院主管学生工作书记及学生工作处部分人员参加了会议。前期，学生工作处根据省教育厅文件精神，并结合我校实际，下发了《关于评选2016-2017学年省级三好学生、优秀学生干部和先进班集体的通知》（学工〔2017〕8号）。各学院组织相关人员认真学习文件精神，本着公平、公正、公开的原则，按省里文件以及学校通知要求进行了具体详细的安排，推选出省级三好学生、优秀学生干部、先进班集体的候选人（集体）。3月22日，各学院推选的候选人（集体）分别从思想、学习等方面介绍了自己的基本情况，以及在各个方面取得的突出事迹、成绩等，学生工作处组织各学院主管学生工作书记组成评审小组，对候选人（集体）进行了综合评审,投票评选出我校2016-2017学年拟申报的省级先进个人（集体）。经过认真评选，我校共有26名同学拟获得省级三好学生称号(含研究生1名)，7名同学拟获得省级优秀学生干部称号，4个班集体拟获得省级先进班集体称号。拟申报结果将在学生宿舍楼、教学楼、办公楼、校园网、学生工作处微信平台等多处进行公示，无异议后上报省教育厅。希望获得殊荣的同学们再接再厉，不断提升个人能力素质，奋发进取，在学生中进一步发挥榜样示范作用。同时希望全校同学以他们为榜样，勤奋学习，不断进取，为我们共同的理想努力奋斗。"
